0          0                       0                       0                      
1          0                       -20252.5813318017       20252.5813318017       
2          69.6007647986116        -20175.7887153488       20245.3894801474       
3          112.376968541474        -20125.838123734        20238.2150922755       
4          138.418358774943        -20092.6339743208       20231.0523330957       
5          154.260925039562        -20069.6367210941       20223.8976461337       
6          163.889250038279        -20052.8596140055       20216.7488640437       
7          169.731188822276        -20039.8734770715       20209.6046658938       
8          173.266056070046        -20029.1981904091       20202.4642464792       
9          175.395211942639        -20019.9319028905       20195.3271148331       
10         176.667863548995        -20011.5251079081       20188.1929714571       
11         177.418647874816        -20003.6429856408       20181.0616335156       
12         177.851462338003        -19996.0815269199       20173.9329892579       
13         178.090543525235        -19988.7164267199       20166.8069702451       
14         178.21158993835         -19981.4719444911       20159.6835344295       
15         178.260725374043        -19974.3019304694       20152.5626558434       
16         178.266053486703        -19967.1782648306       20145.4443183173       
17         178.244698090944        -19960.0838135607       20138.3285116517       
18         178.207092882541        -19953.0081364021       20131.2152292847       
19         178.159595206234        -19945.9448716651       20124.1044668714       
20         178.106078648212        -19938.8901427691       20116.9962214173       
21         178.048903417162        -19931.8415873342       20109.8904907514       
22         177.989507607388        -19924.7977655966       20102.787273204        
23         177.928767459845        -19917.7577999517       20095.6865674115       
24         177.867216873186        -19910.7211553234       20088.5883721966       
25         177.805181153817        -19903.6875053419       20081.4926864957       
26         177.742858510843        -19896.6566508039       20074.3995093148       
27         177.680369711918        -19889.62846999         20067.3088397019       
28         177.617788338772        -19882.6028883928       20060.2206767315       
29         177.555159222276        -19875.5798602715       20053.1350194938       
30         177.492509675591        -19868.559357413        20046.0518670886       
31         177.42985633749         -19861.5413622847       20038.9712186222       
32         177.367209343094        -19854.5258638614       20031.8930732045       
33         177.304574864742        -19847.5128550833       20024.817429948        
34         177.24195666064         -19840.5023313061       20017.7442879668       
35         177.179357017158        -19833.4942893588       20010.673646376        
36         177.116777324554        -19826.488726967        20003.6055042916       
37         177.054218426812        -19819.4856424034       19996.5398608302       
38         176.991680835286        -19812.4850342736       19989.4767151089       
39         176.929164858215        -19805.486901387        19982.4160662452       
40         176.866670680611        -19798.4912426763       19975.3579133569       
41         176.804198412137        -19791.4980571502       19968.3022555624       
42         176.741748116416        -19784.5073438636       19961.24909198         
43         176.67931982936         -19777.5191018994       19954.1984217287       
44         176.616913569538        -19770.5333303582       19947.1502439278       
45         176.554529345536        -19763.5500283511       19940.1045576967       
46         176.492167159216        -19756.569194996        19933.0613621552       
47         176.429827009008        -19749.5908294145       19926.0206564235       
48         176.367508890631        -19742.6149307315       19918.9824396221       
49         176.305212798528        -19735.6414980732       19911.9467108717       
50         176.242938726442        -19728.6705305669       19904.9134692933       
51         176.180686667329        -19721.7020273411       19897.8827140085       
52         176.118456613855        -19714.7359875248       19890.8544441387       
53         176.056248558569        -19707.7724102475       19883.828658806        
54         175.994062493904        -19700.8112946389       19876.8053571328       
