0          0                       0                       0                       0                       0                      
1          0                       0                       0                       0                       0                      
2          0                       0                       0                       0                       0                      
3          0                       0                       0                       0                       0                      
4          0                       0                       0                       0                       0                      
5          0                       0                       0                       0                       0                      
6          0                       0                       0                       0                       0                      
7          0                       0                       0                       0                       0                      
8          0                       0                       0                       0                       0                      
9          0                       0                       0                       0                       0                      
10         0                       0                       0                       0                       0                      
11         0                       0                       0                       0                       0                      
12         0                       0                       0                       0                       0                      
13         0                       0                       0                       0                       0                      
14         0                       0                       0                       0                       0                      
15         0                       0                       0                       0                       0                      
16         0                       0                       0                       0                       0                      
17         0                       0                       0                       0                       0                      
18         0                       0                       0                       0                       0                      
19         0                       0                       0                       0                       0                      
20         0                       0                       0                       0                       0                      
21         0                       0                       0                       0                       0                      
22         0                       0                       0                       0                       0                      
23         0                       0                       0                       0                       0                      
24         0                       0                       0                       0                       0                      
25         0                       0                       0                       0                       0                      
26         0                       0                       0                       0                       0                      
27         0                       0                       0                       0                       0                      
28         0                       0                       0                       0                       0                      
29         0                       0                       0                       0                       0                      
30         0                       0                       0                       0                       0                      
31         0                       0                       0                       0                       0                      
32         0                       0                       0                       0                       0                      
33         0                       0                       0                       0                       0                      
34         0                       0                       0                       0                       0                      
35         0                       0                       0                       0                       0                      
36         0                       0                       0                       0                       0                      
37         0                       0                       0                       0                       0                      
38         0                       0                       0                       0                       0                      
39         0                       0                       0                       0                       0                      
40         0                       0                       0                       0                       0                      
41         0                       0                       0                       0                       0                      
42         0                       0                       0                       0                       0                      
43         0                       0                       0                       0                       0                      
44         0                       0                       0                       0                       0                      
45         0                       0                       0                       0                       0                      
46         0                       0                       0                       0                       0                      
47         0                       0                       0                       0                       0                      
48         0                       0                       0                       0                       0                      
49         0                       0                       0                       0                       0                      
50         0                       0                       0                       0                       0                      
51         0                       0                       0                       0                       0                      
52         0                       0                       0                       0                       0                      
53         0                       0                       0                       0                       0                      
54         0                       0                       0                       0                       0                      
55         0                       0                       0                       0                       0                      
56         0                       0                       0                       0                       0                      
57         0                       0                       0                       0                       0                      
58         0                       0                       0                       0                       0                      
59         0                       0                       0                       0                       0                      
60         0                       0                       0                       0                       0                      
61         0                       0                       0                       0                       0                      
62         0                       0                       0                       0                       0                      
63         0                       0                       0                       0                       0                      
64         0                       0                       0                       0                       0                      
65         0                       0                       0                       0                       0                      
66         0                       0                       0                       0                       0                      
67         0                       0                       0                       0                       0                      
68         0                       0                       0                       0                       0                      
69         0                       0                       0                       0                       0                      
70         0                       0                       0                       0                       0                      
71         0                       0                       0                       0                       0                      
72         0                       0                       0                       0                       0                      
73         0                       0                       0                       0                       0                      
74         0                       0                       0                       0                       0                      
75         0                       0                       0                       0                       0                      
76         0                       0                       0                       0                       0                      
77         0                       0                       0                       0                       0                      
78         0                       0                       0                       0                       0                      
79         0                       0                       0                       0                       0                      
80         0                       0                       0                       0                       0                      
81         0                       0                       0                       0                       0                      
82         0                       0                       0                       0                       0                      
83         0                       0                       0                       0                       0                      
84         0                       0                       0                       0                       0                      
85         0                       0                       0                       0                       0                      
86         0                       0                       0                       0                       0                      
87         0                       0                       0                       0                       0                      
88         0                       0                       0                       0                       0                      
89         0                       0                       0                       0                       0                      
90         0                       0                       0                       0                       0                      
91         0                       0                       0                       0                       0                      
92         0                       0                       0                       0                       0                      
93         0                       0                       0                       0                       0                      
94         0                       0                       0                       0                       0                      
95         -18648.0558701498       18648.0558701498        0                       0                       -18648.0558701498      
96         -26256.572445899        26256.572445899         0                       0                       -26256.572445899       
97         -44642.1437499813       44642.1437499813        0                       0                       -44642.1437499813      
98         -54188.8126141028       54188.8126141028        0                       0                       -54188.8126141028      
99         -70409.6734386058       70409.6734386058        0                       0                       -70409.6734386058      
100        -80254.7617781562       80254.7617781562        0                       0                       -80254.7617781562      
101        -94573.9018995108       94573.9018995108        0                       0                       -94573.9018995108      
102        -104543.60695857        104543.60695857         0                       0                       -104543.60695857       
103        -117629.593036439       117629.593036439        0                       0                       -117629.593036439      
104        -127791.277266617       127791.277266617        0                       0                       -127791.277266617      
105        -140118.900149539       140118.900149539        0                       0                       -140118.900149539      
106        -150456.773053411       150456.773053411        0                       0                       -150456.773053411      
107        -162267.043483373       162267.043483373        0                       0                       -162267.043483373      
108        -172692.307703796       172692.307703796        0                       0                       -172692.307703796      
109        -184090.13391474        184090.13391474         0                       0                       -184090.13391474       
110        -194500.788426318       194500.788426318        0                       0                       -194500.788426318      
111        -205532.655650534       205532.655650534        0                       0                       -205532.655650534      
112        -215844.644232491       215844.644232491        0                       0                       -215844.644232491      
113        -226535.101594869       226535.101594869        0                       0                       -226535.101594869      
114        -236687.274085963       236687.274085963        0                       0                       -236687.274085963      
115        -247051.068807745       247051.068807745        0                       0                       -247051.068807745      
116        -256999.841980566       256999.841980566        0                       0                       -256999.841980566      
117        -267045.085736167       267045.085736167        0                       0                       -267045.085736167      
118        -276758.23970268        276758.23970268         0                       0                       -276758.23970268       
119        -286487.692810748       286487.692810748        0                       0                       -286487.692810748      
120        -295940.136200563       295940.136200563        0                       0                       -295940.136200563      
121        -305352.497059869       305352.497059869        0                       0                       -305352.497059869      
122        -314523.864256388       314523.864256388        0                       0                       -314523.864256388      
123        -323615.091002276       323615.091002276        0                       0                       -323615.091002276      
124        -332488.420801578       332488.420801578        0                       0                       -332488.420801578      
125        -341252.846864976       341252.846864976        0                       0                       -341252.846864976      
126        -349813.797054354       349813.797054354        0                       0                       -349813.797054354      
127        -358244.951504962       358244.951504962        0                       0                       -358244.951504962      
128        -366481.280111836       366481.280111836        0                       0                       -366481.280111836      
129        -374572.44861101        374572.44861101         0                       0                       -374572.44861101       
130        -382473.650958819       382473.650958819        0                       0                       -382473.650958819      
131        -390218.250573645       390218.250573645        0                       0                       -390218.250573645      
132        -397775.304013248       397775.304013248        0                       0                       -397775.304013248      
133        -405167.135230332       405167.135230332        0                       0                       -405167.135230332      
134        -412372.322604806       412372.322604806        0                       0                       -412372.322604806      
135        -419405.741200891       419405.741200891        0                       0                       -419405.741200891      
136        -426252.530543287       426252.530543287        0                       0                       -426252.530543287      
137        -432922.565559907       432922.565559907        0                       0                       -432922.565559907      
138        -439405.528122331       439405.528122331        0                       0                       -439405.528122331      
139        -445707.962142608       445707.962142608        0                       0                       -445707.962142608      
140        -451822.715407415       451822.715407415        0                       0                       -451822.715407415      
141        -457754.137653116       457754.137653116        0                       0                       -457754.137653116      
142        -463497.303973595       463497.303973595        0                       0                       -463497.303973595      
143        -469055.143407817       469055.143407817        0                       0                       -469055.143407817      
144        -474424.317969626       474424.317969626        0                       0                       -474424.317969626      
145        -479606.861444617       479606.861444617        0                       0                       -479606.861444617      
146        -484600.585358769       484600.585358769        0                       0                       -484600.585358769      
147        -489406.98436539        489406.98436539         0                       0                       -489406.98436539       
148        -494024.720122507       494024.720122507        0                       0                       -494024.720122507      
149        -498454.98865128        498454.98865128         0                       0                       -498454.98865128       
150        -502697.096113414       502697.096113414        0                       0                       -502697.096113414      
