0          10664                   10664                   10664                   0                       10664                   10664                   10664                   10664                  
1          10662.6414193733        10660.4716757262        10660.4716757262        0                       10662.6414193733        10662.6414193733        10662.5718186085        10662.5718186085       
2          10660.4478634146        10656.9446086116        10656.9446086116        0                       10660.4478634146        10660.4478634146        10660.335486446         10660.335486446        
3          10657.7459893596        10653.4309167384        10653.4309167384        0                       10657.7459893596        10657.7459893596        10657.6075710008        10657.6075710008       
4          10654.734874398         10649.9259234753        10649.9259234753        0                       10654.734874398         10654.734874398         10654.5806134729        10654.5806134729       
5          10651.535818171         10646.4267125437        10646.4267125437        0                       10651.535818171         10651.535818171         10651.3719289209        10651.3719289209       
6          10648.2227295065        10642.9315064902        10642.9315064902        0                       10648.2227295065        10648.2227295065        10648.0529983177        10648.0529983177       
7          10644.8406415693        10639.4392221237        10639.4392221237        0                       10644.8406415693        10644.8406415693        10644.6673755132        10644.6673755132       
8          10641.416993314         10635.9491992755        10635.9491992755        0                       10641.416993314         10641.416993314         10641.241598102         10641.241598102        
9          10637.9685033803        10632.4610355286        10632.4610355286        0                       10637.9685033803        10637.9685033803        10637.7918355167        10637.7918355167       
10         10634.5053584203        10628.9744855166        10628.9744855166        0                       10634.5053584203        10634.5053584203        10634.3279397724        10634.3279397724       
11         10631.0337650855        10625.4893995652        10625.4893995652        0                       10631.0337650855        10631.0337650855        10630.8559136231        10630.8559136231       
12         10627.5575049762        10622.0056863068        10622.0056863068        0                       10627.5575049762        10627.5575049762        10627.3794144327        10627.3794144327       
13         10624.0788820868        10618.5232899001        10618.5232899001        0                       10624.0788820868        10624.0788820868        10623.9006704969        10623.9006704969       
14         10620.5993000922        10615.0421761508        10615.0421761508        0                       10620.5993000922        10620.5993000922        10620.4210393668        10620.4210393668       
15         10617.1196140949        10611.5623240541        10611.5623240541        0                       10617.1196140949        10617.1196140949        10616.9413480414        10616.9413480414       
16         10613.6403449468        10608.083720642         10608.083720642         0                       10613.6403449468        10613.6403449468        10613.4621002487        10613.4621002487       
17         10610.1618098382        10604.6063578433        10604.6063578433        0                       10610.1618098382        10610.1618098382        10609.9836027453        10609.9836027453       
18         10606.6842018662        10601.1302305703        10601.1302305703        0                       10606.6842018662        10606.6842018662        10606.506042271         10606.506042271        
19         10603.2076385173        10597.6553355538        10597.6553355538        0                       10603.2076385173        10603.2076385173        10603.0295324386        10603.0295324386       
20         10599.7321912072        10594.1816706321        10594.1816706321        0                       10599.7321912072        10599.7321912072        10599.5541423038        10599.5541423038       
21         10596.257903281         10590.7092343188        10590.7092343188        0                       10596.257903281         10596.257903281         10596.0799137733        10596.0799137733       
22         10592.7848009794        10587.2380255388        10587.2380255388        0                       10592.7848009794        10592.7848009794        10592.6068722119        10592.6068722119       
23         10589.312900122         10583.7680434678        10583.7680434678        0                       10589.312900122         10589.312900122         10589.1350329052        10589.1350329052       
24         10585.8422101785        10580.2992874341        10580.2992874341        0                       10585.8422101785        10585.8422101785        10585.6644049973        10585.6644049973       
25         10582.3727367494        10576.8317568595        10576.8317568595        0                       10582.3727367494        10582.3727367494        10582.1949938908        10582.1949938908       
26         10578.904483078         10573.3654512224        10573.3654512224        0                       10578.904483078         10578.904483078         10578.7268027083        10578.7268027083       
27         10575.4374509713        10569.9003700359        10569.9003700359        0                       10575.4374509713        10575.4374509713        10575.259833183         10575.259833183        
28         10571.9716413614        10566.4365128345        10566.4365128345        0                       10571.9716413614        10571.9716413614        10571.7940862022        10571.7940862022       
29         10568.5070546469        10562.9738791655        10562.9738791655        0                       10568.5070546469        10568.5070546469        10568.3295621373        10568.3295621373       
30         10565.0436909019        10559.5124685841        10559.5124685841        0                       10565.0436909019        10565.0436909019        10564.8662610456        10564.8662610456       
31         10561.5815500026        10556.0522806507        10556.0522806507        0                       10561.5815500026        10561.5815500026        10561.4041827933        10561.4041827933       
32         10558.1206317046        10552.5933149284        10552.5933149284        0                       10558.1206317046        10558.1206317046        10557.9433271298        10557.9433271298       
33         10554.6609356903        10549.1355709824        10549.1355709824        0                       10554.6609356903        10554.6609356903        10554.4836937337        10554.4836937337       
34         10551.2024615974        10545.6790483793        10545.6790483793        0                       10551.2024615974        10551.2024615974        10551.0252822404        10551.0252822404       
35         10547.7452090365        10542.2237466861        10542.2237466861        0                       10547.7452090365        10547.7452090365        10547.5680922591        10547.5680922591       
36         10544.2891776015        10538.7696654707        10538.7696654707        0                       10544.2891776015        10544.2891776015        10544.1121233831        10544.1121233831       
37         10540.8343668768        10535.3168043013        10535.3168043013        0                       10540.8343668768        10540.8343668768        10540.6573751959        10540.6573751959       
38         10537.3807764403        10531.8651627463        10531.8651627463        0                       10537.3807764403        10537.3807764403        10537.2038472754        10537.2038472754       
39         10533.9284058665        10528.4147403744        10528.4147403744        0                       10533.9284058665        10533.9284058665        10533.7515391958        10533.7515391958       
40         10530.4772547278        10524.9655367546        10524.9655367547        0                       10530.4772547278        10530.4772547278        10530.3004505293        10530.3004505293       
41         10527.0273225952        10521.5175514561        10521.5175514561        0                       10527.0273225952        10527.0273225952        10526.8505808471        10526.8505808471       
