0          0                       0                       0                      
1          0                       40505.1626636034        -40505.1626636034      
2          0                       40490.7789602948        -40490.7789602948      
3          0                       40476.430184551         -40476.430184551       
4          0                       40462.1046661915        -40462.1046661915      
5          0                       40447.7952922674        -40447.7952922674      
6          0                       40433.4977280875        -40433.4977280875      
7          0                       40419.2093317875        -40419.2093317875      
8          0                       40404.9284929583        -40404.9284929583      
9          0                       40390.6542296663        -40390.6542296663      
10         0                       40376.3859429141        -40376.3859429141      
11         0                       40362.1232670313        -40362.1232670313      
12         0                       40347.8659785158        -40347.8659785158      
13         0                       40333.6139404902        -40333.6139404902      
14         0                       40319.367068859         -40319.367068859       
15         0                       40305.1253116869        -40305.1253116869      
16         0                       40290.8886366347        -40290.8886366347      
17         0                       40276.6570233033        -40276.6570233033      
18         0                       40262.4304585694        -40262.4304585694      
19         0                       40248.2089337427        -40248.2089337427      
20         0                       40233.9924428346        -40233.9924428346      
21         0                       40219.7809815027        -40219.7809815027      
22         0                       40205.574546408         -40205.574546408       
23         0                       40191.373134823         -40191.373134823       
24         0                       40177.1767443932        -40177.1767443932      
25         0                       40162.9853729915        -40162.9853729915      
26         0                       40148.7990186295        -40148.7990186295      
27         0                       40134.6176794039        -40134.6176794039      
28         0                       40120.4413534631        -40120.4413534631      
29         0                       40106.2700389875        -40106.2700389875      
30         0                       40092.1037341772        -40092.1037341772      
31         0                       40077.9424372443        -40077.9424372443      
32         0                       40063.786146409         -40063.786146409       
33         0                       40049.634859896         -40049.634859896       
34         0                       40035.4885759335        -40035.4885759335      
35         0                       40021.347292752         -40021.347292752       
36         0                       40007.2110085832        -40007.2110085832      
37         0                       39993.0797216605        -39993.0797216605      
38         0                       39978.9534302179        -39978.9534302179      
39         0                       39964.8321324904        -39964.8321324904      
40         0                       39950.7158267139        -39950.7158267139      
41         0                       39936.6045111247        -39936.6045111247      
42         0                       39922.49818396          -39922.49818396        
43         0                       39908.3968434575        -39908.3968434575      
44         0                       39894.3004878556        -39894.3004878556      
45         0                       39880.2091153933        -39880.2091153933      
46         0                       39866.1227243104        -39866.1227243104      
47         0                       39852.0413128471        -39852.0413128471      
48         0                       39837.9648792442        -39837.9648792442      
49         0                       39823.8934217434        -39823.8934217434      
50         0                       39809.8269385867        -39809.8269385867      
51         0                       39795.7654280169        -39795.7654280169      
52         0                       39781.7088882774        -39781.7088882774      
53         0                       39767.6573176121        -39767.6573176121      
54         0                       39753.6107142657        -39753.6107142657      
55         0                       39739.5690764833        -39739.5690764833      
56         0                       39725.5324025109        -39725.5324025109      
57         0                       39711.5006905948        -39711.5006905948      
58         0                       39697.4739389821        -39697.4739389821      
59         0                       39683.4521459205        -39683.4521459205      
60         0                       39669.4353096584        -39669.4353096584      
61         0                       39655.4234284445        -39655.4234284445      
62         0                       39641.4165005285        -39641.4165005285      
63         0                       39627.4145241605        -39627.4145241605      
64         0                       39613.4174975912        -39613.4174975912      
65         0                       39599.425419072         -39599.425419072       
66         0                       39585.4382868549        -39585.4382868549      
