0.000000000000000000e+00 3.842673348202652606e-01
1.000581733566026669e-03 5.790389316997584385e-03
2.001163467132053338e-03 5.041657099050966817e-03
3.001745200698079791e-03 5.458835048523242271e-03
4.002326934264106677e-03 5.134452982690654831e-03
5.002908667830133563e-03 5.357845149322654904e-03
6.003490401396159581e-03 5.146143858140654614e-03
7.004072134962186467e-03 5.295753376818771764e-03
8.004653868528213354e-03 5.136455391748924806e-03
9.005235602094239372e-03 5.247146016701540600e-03
1.000581733566026713e-02 5.118180403630349581e-03
1.100639906922629314e-02 5.204839222649388676e-03
1.200698080279231916e-02 5.095674714936862006e-03
1.300756253635834692e-02 5.166030280851885426e-03
1.400814426992437293e-02 5.070822694931012044e-03
1.500872600349040069e-02 5.129401384273279442e-03
1.600930773705642671e-02 5.044570955590556294e-03
1.700988947062245446e-02 5.094251480597514203e-03
1.801047120418847874e-02 5.017446579392447273e-03
1.901105293775450650e-02 5.060173170999133531e-03
2.001163467132053425e-02 4.989766029146387206e-03
2.101221640488655854e-02 5.026913387991621511e-03
2.201279813845258629e-02 4.961730574635924915e-03
2.301337987201861404e-02 4.994306495429639593e-03
2.401396160558463833e-02 4.933474164461144548e-03
2.501454333915066608e-02 4.962239403691152788e-03
2.601512507271669383e-02 4.905089263870560448e-03
2.701570680628272159e-02 4.930632150213599268e-03
2.801628853984874587e-02 4.876641644806806175e-03
2.901687027341477362e-02 4.899426498531404654e-03
3.001745200698080138e-02 4.848179271578527232e-03
3.101803374054682566e-02 4.868578942502402654e-03
3.201861547411285341e-02 4.819737860059488191e-03
3.301919720767888117e-02 4.838056250400016994e-03
3.401977894124490892e-02 4.791344477714354518e-03
3.502036067481093667e-02 4.807832534607350307e-03
3.602094240837695749e-02 4.763019945168993699e-03
3.702152414194298524e-02 4.777887270500743092e-03
3.802210587550901300e-02 4.734780480255276584e-03
3.902268760907504075e-02 4.748203924229238600e-03
4.002326934264106850e-02 4.706638849339933421e-03
4.102385107620709626e-02 4.718768981715085881e-03
4.202443280977311707e-02 4.678605189997458481e-03
4.302501454333914482e-02 4.689571248381037977e-03
4.402559627690517258e-02 4.650687609492389421e-03
4.502617801047120033e-02 4.660601335457705344e-03
4.602675974403722808e-02 4.622892627247741568e-03
4.702734147760325584e-02 4.631851277341387900e-03
4.802792321116927665e-02 4.595225506760982660e-03
4.902850494473530440e-02 4.603314242588667747e-03
5.002908667830133216e-02 4.567690507902401678e-03
5.102966841186735991e-02 4.574984312861973997e-03
5.203025014543338767e-02 4.540291081015901571e-03
5.303083187899941542e-02 4.546856311888640076e-03
5.403141361256544317e-02 4.513030017900980517e-03
5.503199534613146399e-02 4.518925671710478931e-03
5.603257707969749174e-02 4.485909570449514612e-03
5.703315881326351949e-02 4.491188327070043916e-03
5.803374054682954725e-02 4.458931544740599162e-03
5.903432228039557500e-02 4.463640631260554735e-03
6.003490401396160275e-02 4.432097376317130528e-03
6.103548574752762357e-02 4.436279288515845333e-03
6.203606748109365132e-02 4.405408190891394252e-03
6.303664921465967907e-02 4.409101299266491268e-03
6.403723094822570683e-02 4.378864853665827804e-03
6.503781268179173458e-02 4.382103915492150011e-03
6.603839441535776233e-02 4.352468009682860378e-03
6.703897614892379009e-02 4.355284604061327933e-03
6.803955788248981784e-02 4.326218117050311882e-03
6.904013961605584559e-02 4.328641016438605944e-03
7.004072134962187335e-02 4.300115474466500998e-03
7.104130308318788722e-02 4.302170963504220111e-03
7.204188481675391498e-02 4.274160244153405765e-03
7.304246655031994273e-02 4.275872394505931401e-03
7.404304828388597048e-02 4.248352471066141334e-03
7.504363001745199824e-02 4.249743379372093038e-03
7.604421175101802599e-02 4.222692099064742632e-03
