       17141
   10663.999999999998        10664.000000000004        10664.000000000000     
   10553.359116754897        10553.139330327940        10553.128997225762     
   10520.606238249551        10520.759414140097        10520.770657619896     
   10488.884562636958        10488.904203782820        10488.898866604985     
   10457.092237621095        10457.089180365923        10457.042456541581     
   10425.352866005787        10425.329421800539        10425.319861917791     
   10393.467229653574        10393.504061090847        10393.541855728505     
   10362.073998634869        10362.050289942397        10362.065464999638     
   10330.618341945568        10330.622580135912        10330.575542793589     
   10299.260592672636        10299.239514604498        10299.234152032155     
   10267.760558150479        10267.799641537249        10267.837193874446     
   10236.751935512450        10236.727764699603        10236.742592110157     
   10205.674372853371        10205.679792229743        10205.632813095142     
   10174.691882768568        10174.676596504403        10174.666439455865     
   10143.579908668979        10143.614800962552        10143.654126441157     
   10112.940701553147        10112.917680664304        10112.933505308400     
   10082.240682994468        10082.245558311335        10082.199957478944     
   10051.636524598698        10051.616897460024        10051.611838152296     
   10020.896126616637        10020.933320897542        10020.969972794481     
   9990.6280557218888        9990.6052730778611        9990.6237963342483     
   9960.3027977768452        9960.3066319471436        9960.2601968864146     
   9930.0692223800997        9930.0502553677979        9930.0418540595583     
   9899.6994446334174        9899.7354914854350        9899.7728036578155     
   9869.8017830730842        9869.7764281997515        9869.7955236953821     
   9839.8367117549933        9839.8430240882881        9839.7964762631018     
   9809.9679263145426        9809.9511721705858        9809.9423325808639     
   9779.9671675773388        9780.0021705333002        9780.0395153591144     
   9750.4289253894349        9750.4063040289529        9750.4212974575439     
   9720.8294938864765        9720.8338180870851        9720.7897958733010     
   9691.3213972381636        9691.3041444640967        9691.2965404565075     
   9661.6846960330913        9661.7183197632876        9661.7562638375275     
   9632.5009768766449        9632.4798721526931        9632.4941708242059     
   9603.2588147799506        9603.2642575008431        9603.2204444860454     
   9574.1110529590933        9574.0921687496248        9574.0857387250944     
   9544.8301655197120        9544.8644350254399        9544.9011160422269     
   9516.0040551538568        9515.9805184460711        9515.9960979023053     
   9487.1111006842566        9487.1180964751366        9487.0741950042247     
   9458.3162906035741        9458.2984636084748        9458.2912435345315     
   9429.3904588266123        9429.4241487638683        9429.4604942197566     
   9400.9122667742922        9400.8895282794165        9400.9046237395523     
   9372.3719401490016        9372.3770962734834        9372.3341069842481     
   9343.9189657985062        9343.9053247724805        9343.8957254781308     
   9315.3464083110448        9315.3796470901161        9315.4147768914063     
   9287.2111525481796        9287.1888932491056        9287.2041185384915     
   9259.0171140180100        9259.0211876508729        9258.9798743197407     
   9230.9102776701311        9230.8934265923181        9230.8881717330187     
   9202.6821390477726        9202.7155844771369        9202.7493479100049     
   9174.8897621240139        9174.8667444818366        9174.8812490091277     
   9147.0345289329543        9147.0395369700382        9146.9978054929779     
   9119.2685376809823        9119.2523591972240        9119.2456401088020     
   9091.3803244556548        9091.4125858939042        9091.4480164803317     
   9063.9218313511337        9063.9006548769175        9063.9148446709514     
   9036.4044643581055        9036.4099824023397        9036.3683517798399     
   9008.9759671409483        9008.9594269513964        9008.9522414242874     
   8981.4235667760040        8981.4565956832103        8981.4905808594103     
   8954.2999656165339        8954.2775673777323        8954.2921240803735     
   8927.1108408489472        8927.1180345921712        8927.0766892256088     
   8900.0163147103995        8899.9998477627287        8899.9928647536235     
   8872.7993329084384        8872.8303462579497        8872.8646185484431     
   8846.0020324807901        8845.9801543473859        8845.9944012648411     
   8819.1449237766210        8819.1504139557401        8819.1099707006360     
   8792.3778696946956        8792.3584518524931        8792.3549705527294     
   8765.4844288156582        8765.5188711255923        8765.5508751080106     
   8739.0145551330115        8738.9922892578506        8739.0090017800976     
   8712.4805360186201        8712.4877472095231        8712.4455530052637     
   8686.0379724292688        8686.0195989874137        8686.0146214732176     
   8659.4713062226383        8659.5050623573225        8659.5355361170987     
   8633.3133092069420        8633.2967294007831        8633.3086938818342     
   8607.1099056410076        8607.1123414623944        8607.0734150780263     
