0          10664                   10664                   533.2                   533.2                   533.2                   0                      
1          10553.3591167549        10553.3591167549        533.3198                533.3198                533.2                   0                      
2          10520.6062382496        10520.6062382496        534.580399426581        534.580399426581        533.2                   0                      
3          10488.884562637         10488.884562637         538.362036953734        538.362036953734        533.2                   0                      
4          10457.0922376211        10457.0922376211        544.66423034418         544.66423034418         533.2                   0                      
5          10425.3528660058        10425.3528660058        553.486175937453        553.486175937453        533.2                   0                      
6          10393.4672296536        10393.4672296536        564.826748752385        564.826748752385        533.2                   0                      
7          10362.0739986349        10362.0739986349        578.684502630553        578.684502630553        533.2                   0                      
8          10330.6183419456        10330.6183419456        595.057670420709        595.057670420709        533.2                   0                      
9          10299.2605926726        10299.2605926726        613.944164204113        613.944164204113        533.2                   0                      
10         10267.7605581505        10267.7605581505        635.341575560799        635.341575560799        533.2                   0                      
11         10236.7519355124        10236.7519355124        659.247175876699        659.247175876699        533.2                   0                      
12         10205.6743728534        10205.6743728534        685.657916691583        685.657916691583        533.2                   0                      
13         10174.6918827686        10174.6918827686        714.570430087815        714.570430087815        533.2                   0                      
14         10143.579908669         10143.579908669         745.981029119828        745.981029119828        533.2                   0                      
15         10112.9407015531        10112.9407015531        779.885708284285        779.885708284285        533.2                   0                      
16         10082.2406829945        10082.2406829945        816.280144030867        816.280144030867        533.2                   0                      
17         10051.6365245987        10051.6365245987        855.159695313609        855.159695313609        533.2                   0                      
18         10020.8961266166        10020.8961266166        896.519404182741        896.519404182742        533.2                   0                      
19         9990.62805572189        9990.62805572189        940.353996416916        940.353996416916        533.2                   0                      
20         9960.30279777685        9960.30279777685        986.657882195791        986.657882195791        533.2                   0                      
21         9930.0692223801         9930.0692223801         1035.42515681285        1035.42515681285        533.2                   0                      
22         9899.69944463342        9899.69944463342        1086.64960142835        1086.64960142835        533.2                   0                      
23         9869.80178307308        9869.80178307308        1140.3246838624         1140.3246838624         533.2                   0                      
24         9839.83671175499        9839.83671175499        1196.4435594279         1196.4435594279         533.2                   0                      
25         9809.96792631454        9809.96792631454        1254.99907180341        1254.99907180341        533.2                   0                      
26         9779.96716757734        9779.96716757734        1315.98375394573        1315.98375394573        533.2                   0                      
27         9750.42892538943        9750.42892538943        1379.38982904207        1379.38982904207        533.2                   0                      
28         9720.82949388648        9720.82949388648        1445.20921150181        1445.20921150181        533.2                   0                      
29         9691.32139723816        9691.32139723816        1513.43350798753        1513.43350798753        533.2                   0                      
30         9661.68469603309        9661.68469603309        1584.05401848537        1584.05401848537        533.2                   0                      
31         9632.50097687664        9632.50097687664        1657.06173741442        1657.06173741442        533.2                   0                      
32         9603.25881477995        9603.25881477995        1732.44735477519        1732.44735477519        533.2                   0                      
33         9574.11105295909        9574.11105295909        1810.20125733674        1810.20125733674        533.2                   0                      
34         9544.83016551971        9544.83016551971        1890.31352986264        1890.31352986264        533.2                   0                      
35         9516.00405515386        9516.00405515386        1972.77395637533        1972.77395637533        533.2                   0                      
36         9487.11110068426        9487.11110068426        2057.57202145888        2057.57202145888        533.2                   0                      
37         9458.31629060357        9458.31629060357        2144.69691159991        2144.69691159991        533.2                   0                      
38         9429.39045882661        9429.39045882661        2234.13751656656        2234.13751656656        533.2                   0                      
39         9400.91226677429        9400.91226677429        2325.88243082527        2325.88243082527        533.2                   0                      
40         9372.371940149          9372.371940149          2419.9199549952         2419.9199549952         533.2                   0                      
41         9343.91896579851        9343.91896579851        2516.23809734019        2516.23809734019        533.2                   0                      
42         9315.34640831104        9315.34640831104        2614.8245752979         2614.8245752979         533.2                   0                      
43         9287.21115254818        9287.21115254818        2715.66681704611        2715.66681704611        533.2                   0                      
44         9259.01711401801        9259.01711401801        2818.75196310594        2818.75196310594        533.2                   0                      
45         9230.91027767013        9230.91027767013        2924.0668679816         2924.0668679816         533.2                   0                      
46         9202.68213904777        9202.68213904777        3031.59810183682        3031.59810183682        533.2                   0                      
47         9174.88976212401        9174.88976212401        3141.33195220734        3141.33195220734        533.2                   0                      
48         9147.03452893295        9147.03452893295        3253.25442574962        3253.25442574962        533.2                   0                      
49         9119.26853768098        9119.26853768098        3367.3512500252         3367.3512500252         533.2                   0                      
50         9091.38032445565        9091.38032445565        3483.60787532078        3483.60787532078        533.2                   0                      
51         9063.92183135113        9063.92183135113        3602.00947650363        3602.00947650363        533.2                   0                      
52         9036.40446435811        9036.40446435811        3722.54095491203        3722.54095491203        533.2                   0                      
53         9008.97596714095        9008.97596714095        3845.18694028075        3845.18694028075        533.2                   0                      
54         8981.423566776          8981.423566776          3969.93179270098        3969.93179270098        533.2                   0                      
55         8954.29996561653        8954.29996561653        4096.75960461485        4096.75960461485        533.2                   0                      
56         8927.11084084895        8927.11084084895        4225.65420284389        4225.65420284389        533.2                   0                      
57         8900.0163147104         8900.0163147104         4356.59915065148        4356.59915065148        533.2                   0                      
58         8872.79933290844        8872.79933290844        4489.57774983888        4489.57774983888        533.2                   0                      
59         8846.00203248079        8846.00203248079        4624.57304287459        4624.57304287459        533.2                   0                      
60         8819.14492377662        8819.14492377662        4761.56781505678        4761.56781505678        533.2                   0                      
61         8792.3778696947         8792.3778696947         4900.54459670851        4900.54459670851        533.2                   0                      
62         8765.48442881566        8765.48442881566        5041.48566540553        5041.48566540553        533.2                   0                      
63         8739.01455513301        8739.01455513301        5184.37304823619        5184.37304823619        533.2                   0                      
64         8712.48053601862        8712.48053601862        5329.18852409342        5329.18852409342        533.2                   0                      
65         8686.03797242927        8686.03797242927        5475.91362599823        5475.91362599823        533.2                   0                      
