0          10664                   10664                   10664                   10664                   0                       10664                   0                       10664                   10664                   10664                   10664                   10664                  
1          10662.9484193047        10659.5895300967        10662.7278249678        10658.6595417119        0                       10662.9484193047        0                       10662.7278249678        10662.9484193047        10662.8406732951        10662.7278249678        10662.5974766418       
2          10661.0964475363        10655.1810023266        10660.4872025241        10653.3219253105        0                       10661.0964475363        0                       10660.4872025241        10661.0964475363        10660.906692657         10660.4872025241        10660.2576261079       
3          10658.6398550672        10650.7931705759        10657.5160514939        10648.0146199453        0                       10658.6398550672        0                       10657.5160514939        10658.6398550672        10658.3881501462        10657.5160514939        10657.2116243882       
4          10655.7266647894        10646.4215459059        10653.9940488217        10642.7310510934        0                       10655.7266647894        0                       10653.9940488217        10655.7266647894        10655.4281764003        10653.9940488217        10653.6331809059       
5          10652.4687725898        10642.062629724         10650.0568429749        10637.4660687373        0                       10652.4687725898        0                       10650.0568429749        10652.4687725898        10652.1349656972        10650.0568429749        10649.6534329266       
